1.000000000000000000e+00,1.000000000000000000e+00,6.913932800292968750e+01
1.000000000000000000e+00,3.000000000000000000e+00,6.912313079833984375e+01
3.000000000000000000e+00,1.000000000000000000e+00,6.928642272949218750e+01
3.000000000000000000e+00,3.000000000000000000e+00,6.926982116699218750e+01
1.000000000000000000e+00,5.000000000000000000e+00,6.910375213623046875e+01
3.000000000000000000e+00,5.000000000000000000e+00,6.924939727783203125e+01
1.000000000000000000e+00,7.000000000000000000e+00,6.908208465576171875e+01
3.000000000000000000e+00,7.000000000000000000e+00,6.922615814208984375e+01
1.000000000000000000e+00,9.000000000000000000e+00,6.905913543701171875e+01
3.000000000000000000e+00,9.000000000000000000e+00,6.920127868652343750e+01
1.000000000000000000e+00,1.100000000000000000e+01,6.903601074218750000e+01
3.000000000000000000e+00,1.100000000000000000e+01,6.917603302001953125e+01
1.000000000000000000e+00,1.300000000000000000e+01,6.901382446289062500e+01
3.000000000000000000e+00,1.300000000000000000e+01,6.915174865722656250e+01
1.000000000000000000e+00,1.437157344818115234e+01,6.900000000000000000e+01
1.000000000000000000e+00,1.500000000000000000e+01,6.899365997314453125e+01
1.095262587070465088e+00,1.500000000000000000e+01,6.900000000000000000e+01
3.000000000000000000e+00,1.500000000000000000e+01,6.912970733642578125e+01
1.000000000000000000e+00,1.700000000000000000e+01,6.897643280029296875e+01
1.357206851243972778e+00,1.700000000000000000e+01,6.900000000000000000e+01
3.000000000000000000e+00,1.700000000000000000e+01,6.911097717285156250e+01
1.000000000000000000e+00,1.900000000000000000e+01,6.896276855468750000e+01
1.567081093788146973e+00,1.900000000000000000e+01,6.900000000000000000e+01
3.000000000000000000e+00,1.900000000000000000e+01,6.909635925292968750e+01
1.000000000000000000e+00,2.100000000000000000e+01,6.895300292968750000e+01
1.717075109481811523e+00,2.100000000000000000e+01,6.900000000000000000e+01
3.000000000000000000e+00,2.100000000000000000e+01,6.908615112304687500e+01
1.000000000000000000e+00,2.300000000000000000e+01,6.894721221923828125e+01
1.805222392082214355e+00,2.300000000000000000e+01,6.900000000000000000e+01
3.000000000000000000e+00,2.300000000000000000e+01,6.908026123046875000e+01
1.000000000000000000e+00,2.500000000000000000e+01,6.894529724121093750e+01
1.834040641784667969e+00,2.500000000000000000e+01,6.900000000000000000e+01
3.000000000000000000e+00,2.500000000000000000e+01,6.907836914062500000e+01
1.000000000000000000e+00,2.700000000000000000e+01,6.894721221923828125e+01
1.805222392082214355e+00,2.700000000000000000e+01,6.900000000000000000e+01
3.000000000000000000e+00,2.700000000000000000e+01,6.908026123046875000e+01
1.000000000000000000e+00,2.900000000000000000e+01,6.895300292968750000e+01
1.717075109481811523e+00,2.900000000000000000e+01,6.900000000000000000e+01
3.000000000000000000e+00,2.900000000000000000e+01,6.908615112304687500e+01
1.000000000000000000e+00,3.100000000000000000e+01,6.896276855468750000e+01
1.567081093788146973e+00,3.100000000000000000e+01,6.900000000000000000e+01
3.000000000000000000e+00,3.100000000000000000e+01,6.909635925292968750e+01
1.000000000000000000e+00,3.300000000000000000e+01,6.897643280029296875e+01
1.357206851243972778e+00,3.300000000000000000e+01,6.900000000000000000e+01
3.000000000000000000e+00,3.300000000000000000e+01,6.911097717285156250e+01
1.000000000000000000e+00,3.500000000000000000e+01,6.899365997314453125e+01
1.095262587070465088e+00,3.500000000000000000e+01,6.900000000000000000e+01
3.000000000000000000e+00,3.500000000000000000e+01,6.912970733642578125e+01
1.000000000000000000e+00,3.562842559814453125e+01,6.900000000000000000e+01
1.000000000000000000e+00,3.700000000000000000e+01,6.901382446289062500e+01
3.000000000000000000e+00,3.700000000000000000e+01,6.915174865722656250e+01
1.000000000000000000e+00,3.900000000000000000e+01,6.903601074218750000e+01
3.000000000000000000e+00,3.900000000000000000e+01,6.917603302001953125e+01
1.000000000000000000e+00,4.100000000000000000e+01,6.905913543701171875e+01
3.000000000000000000e+00,4.100000000000000000e+01,6.920127868652343750e+01
1.000000000000000000e+00,4.300000000000000000e+01,6.908208465576171875e+01
3.000000000000000000e+00,4.300000000000000000e+01,6.922615814208984375e+01
1.000000000000000000e+00,4.500000000000000000e+01,6.910375213623046875e+01
3.000000000000000000e+00,4.500000000000000000e+01,6.924939727783203125e+01
1.000000000000000000e+00,4.700000000000000000e+01,6.912313079833984375e+01
3.000000000000000000e+00,4.700000000000000000e+01,6.926982116699218750e+01
1.000000000000000000e+00,4.900000000000000000e+01,6.913932800292968750e+01
3.000000000000000000e+00,4.900000000000000000e+01,6.928642272949218750e+01
5.000000000000000000e+00,1.000000000000000000e+00,6.945595550537109375e+01
5.000000000000000000e+00,3.000000000000000000e+00,6.943963623046875000e+01
5.000000000000000000e+00,5.000000000000000000e+00,6.941876220703125000e+01
5.000000000000000000e+00,7.000000000000000000e+00,6.939446258544921875e+01
5.000000000000000000e+00,9.000000000000000000e+00,6.936803436279296875e+01
5.000000000000000000e+00,1.100000000000000000e+01,6.934096527099609375e+01
5.000000000000000000e+00,1.300000000000000000e+01,6.931479644775390625e+01
5.000000000000000000e+00,1.500000000000000000e+01,6.929105377197265625e+01
5.000000000000000000e+00,1.700000000000000000e+01,6.927106475830078125e+01
5.000000000000000000e+00,1.900000000000000000e+01,6.925572967529296875e+01
5.000000000000000000e+00,2.100000000000000000e+01,6.924539947509765625e+01
5.000000000000000000e+00,2.300000000000000000e+01,6.923973846435546875e+01
5.000000000000000000e+00,2.500000000000000000e+01,6.923799133300781250e+01
5.000000000000000000e+00,2.700000000000000000e+01,6.923973846435546875e+01
5.000000000000000000e+00,2.900000000000000000e+01,6.924539947509765625e+01
5.000000000000000000e+00,3.100000000000000000e+01,6.925572967529296875e+01
5.000000000000000000e+00,3.300000000000000000e+01,6.927106475830078125e+01
5.000000000000000000e+00,3.500000000000000000e+01,6.929105377197265625e+01
5.000000000000000000e+00,3.700000000000000000e+01,6.931479644775390625e+01
5.000000000000000000e+00,3.900000000000000000e+01,6.934096527099609375e+01
5.000000000000000000e+00,4.100000000000000000e+01,6.936803436279296875e+01
5.000000000000000000e+00,4.300000000000000000e+01,6.939446258544921875e+01
5.000000000000000000e+00,4.500000000000000000e+01,6.941876220703125000e+01
5.000000000000000000e+00,4.700000000000000000e+01,6.943963623046875000e+01
5.000000000000000000e+00,4.900000000000000000e+01,6.945595550537109375e+01
7.000000000000000000e+00,1.000000000000000000e+00,6.964974975585937500e+01
7.000000000000000000e+00,3.000000000000000000e+00,6.963468170166015625e+01
7.000000000000000000e+00,5.000000000000000000e+00,6.961423492431640625e+01
7.000000000000000000e+00,7.000000000000000000e+00,6.958959960937500000e+01
7.000000000000000000e+00,9.000000000000000000e+00,6.956222534179687500e+01
7.000000000000000000e+00,1.100000000000000000e+01,6.953379821777343750e+01
7.000000000000000000e+00,1.300000000000000000e+01,6.950607299804687500e+01
7.000000000000000000e+00,1.500000000000000000e+01,6.948084259033203125e+01
7.000000000000000000e+00,1.700000000000000000e+01,6.945967864990234375e+01
7.000000000000000000e+00,1.900000000000000000e+01,6.944374847412109375e+01
7.000000000000000000e+00,2.100000000000000000e+01,6.943344879150390625e+01
7.000000000000000000e+00,2.300000000000000000e+01,6.942828369140625000e+01
7.000000000000000000e+00,2.500000000000000000e+01,6.942684936523437500e+01
7.000000000000000000e+00,2.700000000000000000e+01,6.942828369140625000e+01
7.000000000000000000e+00,2.900000000000000000e+01,6.943344879150390625e+01
7.000000000000000000e+00,3.100000000000000000e+01,6.944374847412109375e+01
7.000000000000000000e+00,3.300000000000000000e+01,6.945967864990234375e+01
7.000000000000000000e+00,3.500000000000000000e+01,6.948084259033203125e+01
7.000000000000000000e+00,3.700000000000000000e+01,6.950607299804687500e+01
7.000000000000000000e+00,3.900000000000000000e+01,6.953379821777343750e+01
7.000000000000000000e+00,4.100000000000000000e+01,6.956222534179687500e+01
7.000000000000000000e+00,4.300000000000000000e+01,6.958959960937500000e+01
7.000000000000000000e+00,4.500000000000000000e+01,6.961423492431640625e+01
7.000000000000000000e+00,4.700000000000000000e+01,6.963468170166015625e+01
7.000000000000000000e+00,4.900000000000000000e+01,6.964974975585937500e+01
9.000000000000000000e+00,1.000000000000000000e+00,6.986960601806640625e+01
9.000000000000000000e+00,3.000000000000000000e+00,6.985709381103515625e+01
9.000000000000000000e+00,5.000000000000000000e+00,6.983824920654296875e+01
9.000000000000000000e+00,7.000000000000000000e+00,6.981432342529296875e+01
9.000000000000000000e+00,9.000000000000000000e+00,6.978689575195312500e+01
9.000000000000000000e+00,1.100000000000000000e+01,6.975778198242187500e+01
9.000000000000000000e+00,1.300000000000000000e+01,6.972897338867187500e+01
9.000000000000000000e+00,1.500000000000000000e+01,6.970249176025390625e+01
9.000000000000000000e+00,1.700000000000000000e+01,6.968020629882812500e+01
9.000000000000000000e+00,1.900000000000000000e+01,6.966352081298828125e+01
9.000000000000000000e+00,2.100000000000000000e+01,6.965305328369140625e+01
9.000000000000000000e+00,2.300000000000000000e+01,6.964825439453125000e+01
9.000000000000000000e+00,2.500000000000000000e+01,6.964720153808593750e+01
9.000000000000000000e+00,2.700000000000000000e+01,6.964825439453125000e+01
9.000000000000000000e+00,2.900000000000000000e+01,6.965305328369140625e+01
9.000000000000000000e+00,3.100000000000000000e+01,6.966352081298828125e+01
9.000000000000000000e+00,3.300000000000000000e+01,6.968020629882812500e+01
9.000000000000000000e+00,3.500000000000000000e+01,6.970249176025390625e+01
9.000000000000000000e+00,3.700000000000000000e+01,6.972897338867187500e+01
9.000000000000000000e+00,3.900000000000000000e+01,6.975778198242187500e+01
9.000000000000000000e+00,4.100000000000000000e+01,6.978689575195312500e+01
9.000000000000000000e+00,4.300000000000000000e+01,6.981432342529296875e+01
9.000000000000000000e+00,4.500000000000000000e+01,6.983824920654296875e+01
9.000000000000000000e+00,4.700000000000000000e+01,6.985709381103515625e+01
9.000000000000000000e+00,4.900000000000000000e+01,6.986960601806640625e+01
1.100000000000000000e+01,1.000000000000000000e+00,7.011721801757812500e+01
1.100000000000000000e+01,3.000000000000000000e+00,7.010890960693359375e+01
1.100000000000000000e+01,5.000000000000000000e+00,7.009320831298828125e+01
1.100000000000000000e+01,7.000000000000000000e+00,7.007140350341796875e+01
